pair_id,idx_a,idx_b,euclidean,geodesic
0,580,435,0.5326822400093079,0.7424908068437804
1,349,184,0.28546568751335144,0.41267132524645334
2,210,27,0.47602811455726624,0.7051748700750804
3,51,11,0.031344130635261536,0.03942208633043024
4,802,1238,3.850148916244507,3.484532374091087
5,1126,1306,2.135673761367798,2.1746726918857227
6,1026,1097,2.79187273979187,2.289099266616259
7,2028,1863,1.460389256477356,2.532693521951532
8,1797,1736,1.35616934299469,1.4768049253030313
9,1747,2003,0.6632071137428284,0.9538843538237841
10,568,1670,3.694085121154785,4.203864617488052
11,1373,5,1.6181371212005615,2.612186584655039
12,807,1755,2.7972378730773926,3.0990227358668143
13,1135,68,1.7230793237686157,2.6082121490829735
14,1733,359,1.663891077041626,3.0035544637152674
15,182,1767,1.4198675155639648,2.692478448043042
16,45,1108,3.6710050106048584,5.483333999649209
17,825,57,2.735996961593628,4.7732490964379295
18,16,1373,2.5886895656585693,3.698891968679198
19,526,1260,4.677513599395752,5.923187674021454
20,498,835,4.911864757537842,6.420660419186321
21,498,1355,5.122959613800049,6.637408745492199
22,498,833,4.858954429626465,6.329570087218695
23,1207,1891,4.145132541656494,4.670579201111201
24,498,840,5.0825958251953125,6.590602611722583
