pair_id,idx_a,idx_b,euclidean,geodesic
0,580,435,0.5648126602172852,1.3466155525852723
1,349,184,0.29000893235206604,1.2003697640232216
2,210,27,0.529363214969635,1.3232136740902807
3,51,11,0.04008842259645462,1.1905685231187964
4,802,1238,4.086124897003174,3.687223003781336
5,1126,1306,2.0650148391723633,2.4973259930330514
6,1026,1097,2.9341301918029785,2.5691447750531897
7,2028,1863,1.0781714916229248,2.4407536237088636
8,1797,1736,1.4778794050216675,1.7817945484529716
9,1747,2003,0.5584753751754761,1.5413034457974126
10,568,1670,3.62274169921875,4.220435589912908
11,1373,5,1.945217251777649,3.6054916298451314
12,807,1755,2.2922706604003906,3.1632473872909666
13,1135,68,1.995229721069336,3.2394609499728384
14,1733,359,1.6938728094100952,3.4101629617631546
15,182,1767,1.703255534172058,2.8332259400902178
16,45,1108,3.715331792831421,5.826196428145548
17,825,57,2.784198760986328,5.093482449297701
18,16,1373,3.0366673469543457,4.590280896735787
19,526,1260,4.396737098693848,6.097034058483087
20,498,835,4.787959575653076,6.452307993453413
21,498,1355,5.140613079071045,6.967798005497157
22,498,833,4.787315368652344,6.457209072906845
23,1207,1891,4.310312271118164,4.788367066911273
24,498,840,5.055629253387451,6.854069145768845
