pair_id,euclidean_mean,euclidean_std,euclidean_cov,geodesic_mean,geodesic_std,geodesic_cov
0,0.4577641487121582,0.21990767121315002,0.4803951382637024,1.3589584992616905,0.32369864799496095,0.23819612458424846
1,0.22289994359016418,0.06835608184337616,0.30666711926460266,1.2536100947055042,0.37108436970427044,0.29601258897922716
2,0.4559113383293152,0.19608917832374573,0.43010374903678894,1.349774179580907,0.33318921353355163,0.24684811620637456
3,0.12043163925409317,0.08610200881958008,0.7149450778961182,1.261105065298438,0.3910375548303533,0.3100753185364576
4,3.2663681507110596,1.6540783643722534,0.5063967704772949,3.2034687760200895,0.662301243379484,0.2067450284944905
5,1.685352087020874,0.7831307053565979,0.4646688997745514,2.189239651098564,0.1863104723273823,0.08510282199296518
6,2.178762435913086,1.0803285837173462,0.4958450496196747,2.304029764818842,0.25396002973507087,0.11022428338942873
7,1.2169702053070068,0.6649060845375061,0.5463618636131287,2.513024935542279,0.43265789714266595,0.17216617751120877
8,0.7172878980636597,0.3629777133464813,0.5060418844223022,1.607153364962055,0.23312024024448078,0.14505164555343153
9,0.3699423670768738,0.16688849031925201,0.4511202275753021,1.4580126082044604,0.2847186539002616,0.19527859519053956
10,1.5394198894500732,1.0040783882141113,0.6522446274757385,2.458631066890465,0.4822846682065522,0.19615983654534963
11,1.7043092250823975,0.8403723835945129,0.4930868148803711,3.2588834788997416,0.8713558510136942,0.2673786456789427
12,2.0121188163757324,0.9030590653419495,0.44881001114845276,2.864738064978755,0.48516624575383294,0.169357977849689
13,1.7946208715438843,0.8605406284332275,0.4795111119747162,3.145861250664785,0.6148753261484619,0.19545532277322342
14,1.5672650337219238,0.7323088049888611,0.4672527015209198,3.2630951365742638,0.8002687860540447,0.2452483769425739
15,2.664665937423706,1.6021002531051636,0.6012386679649353,3.7410192842797327,0.9986714126099328,0.26695168795480007
16,3.2449276447296143,1.3825702667236328,0.4260712265968323,4.771937034509234,1.5077133652405141,0.3159541616616435
17,2.466541290283203,0.99888014793396,0.40497198700904846,4.109737133359581,1.2404654615970214,0.30183571876846044
18,2.405916929244995,1.1613367795944214,0.48270028829574585,4.097487206741656,1.1501944471767789,0.280707269881001
19,4.229918956756592,1.9270484447479248,0.45557573437690735,5.58486255998575,1.8536291540316376,0.33190237613230844
20,3.8953323364257812,1.6328662633895874,0.4191853404045105,5.489724447090093,1.8143282946443524,0.3304953303450528
21,3.9246551990509033,1.6503218412399292,0.42050111293792725,5.482452150951974,1.808473778884663,0.32986585730085016
22,3.8867733478546143,1.617120385169983,0.416057288646698,5.466665087099225,1.7975027804987083,0.3288115792461171
23,2.4438798427581787,1.343469500541687,0.5497281551361084,3.765717107733232,1.034061395053378,0.27459879897240336
24,3.8953700065612793,1.6412858963012695,0.42134276032447815,5.452242687220357,1.7987487486227027,0.3299098832923988
