pair_id,euclidean_mean,euclidean_std,euclidean_cov,geodesic_mean,geodesic_std,geodesic_cov
0,0.45203766226768494,0.21363167464733124,0.47259706258773804,0.6303454487795243,0.3138446144528614,0.49789304429900744
1,0.18313169479370117,0.07572772353887558,0.4135151207447052,0.24416810174716294,0.1405599249016397,0.5756686639075815
2,0.4591580927371979,0.19139158725738525,0.4168315529823303,0.6568228427135865,0.3272709940769956,0.4982637216527274
3,0.08863461017608643,0.06954177469015121,0.784589409828186,0.11577953027742909,0.09743302603641266,0.841539310126282
4,3.157975196838379,1.5581055879592896,0.49338752031326294,2.6818353182774466,1.341078226210504,0.5000598720848691
5,1.6700446605682373,0.7713379859924316,0.46186667680740356,1.720287622460766,0.8417506169988688,0.48930807035325646
6,2.0724856853485107,1.016576886177063,0.4905109405517578,1.7455968005243352,0.8705690021350847,0.4987228447448957
7,1.510408878326416,0.8126473426818848,0.5380313396453857,2.167085078251751,1.1229260496976623,0.5181734953403668
8,0.8958584666252136,0.4593544602394104,0.5127533674240112,1.0058501029551852,0.5232574180870413,0.5202141119732575
9,0.4190421998500824,0.2020210325717926,0.4821018874645233,0.7924681014042839,0.39108421290754575,0.4935015203949907
10,1.8378645181655884,1.105363130569458,0.6014388799667358,2.119666679992932,1.2507264653635484,0.5900580865703465
11,1.4530996084213257,0.6249269843101501,0.4300647974014282,2.32273572250221,1.2172957323533358,0.5240784479096836
12,2.10741925239563,0.9198792576789856,0.4364956021308899,2.488885434384759,1.2121282692135213,0.4870164984163499
13,1.9553205966949463,0.9569572806358337,0.48941195011138916,2.6359743338624844,1.4720909426610183,0.5584617891570925
14,1.5284701585769653,0.6665792465209961,0.4361087679862976,2.6185964182978365,1.3121851499195092,0.5011024764069858
15,2.748737335205078,1.7504857778549194,0.6368327140808105,3.083639470520925,1.7438094137379476,0.5655036622823363
16,3.3255202770233154,1.321814775466919,0.39747607707977295,4.460622788492867,2.1558974633313612,0.48331759163607396
17,2.455385684967041,0.8977171778678894,0.3656114637851715,3.685311450146409,1.786048120013662,0.48463966863443964
18,2.517984628677368,1.1644834280014038,0.46246644854545593,3.4901295383455277,1.7522683394445155,0.5020639836408956
19,4.278555393218994,1.8935805559158325,0.44257473945617676,5.177890749812236,2.546556203525916,0.491813428782417
20,4.123641014099121,1.7204341888427734,0.4172123968601227,5.155152282566342,2.4911059658224537,0.48322645564649147
21,4.165459632873535,1.742983341217041,0.4184372127056122,5.13474874501995,2.4862146014309014,0.48419401316222377
22,4.114058494567871,1.7030502557754517,0.41395869851112366,5.148063896709612,2.4839144446937444,0.48249487468120583
23,2.646268367767334,1.3536244630813599,0.5115219950675964,3.445173276195883,1.7060444388881988,0.49519844202785396
24,4.124760627746582,1.7229162454605103,0.4177009165287018,5.080109457818173,2.455707375668229,0.48339654805841853
